edge_cursor,release_tag,release_committed_at,is_prerelease,engine_commit
NDc4,2.10.0-0.1.pre,2022-01-12T01:50:05Z,true,63ca99584a1aef79722b2a7c6414570b54416bab
NDc5,2.10.0-0.2.pre,2022-01-19T23:02:56Z,true,74b74b10ea6764e373ca2bcb420fdb4a6f6b5918
NDgw,2.10.0-0.3.pre,2022-01-26T04:01:33Z,true,5ac30ef0c70b76c5d5b5465b0ad4f08d5433684f
NDgx,2.10.0,2022-02-01T22:15:42Z,false,776efd2034d50af73e2876d703213601df384e88
NDgy,2.10.1,2022-02-09T19:57:35Z,false,ab46186b246f5a36bd1f3f295d14a43abb1e2f38
NDgz,2.11.0-0.1.pre,2022-02-16T15:36:54Z,true,e3559935720ea88dfcdf9079c394ffdb5146ceab
NDg0,2.10.2,2022-02-19T01:33:08Z,false,a83ed0e5e3b9cd2b5e2f07ef31c72f43c55e93b7
NDg1,2.10.3,2022-03-02T17:23:12Z,false,bd539267b42051b0da3d16ffa8f48949dce8aa8f
NDg2,2.12.0-4.0.pre,2022-03-07T07:41:20Z,true,97302b98fbb55d851868107f11160922e96934f8
NDg3,2.12.0-4.1.pre,2022-03-16T20:46:03Z,true,e9f57b5d0f56ea3288c7206f56717ca19ffe5358
NDg4,2.10.4,2022-03-25T05:23:12Z,false,57d3bac3dd5cb5b0e464ab70e7bc8a0d8cf083ab
NDg5,2.12.0-4.2.pre,2022-03-29T15:49:29Z,true,486f4a749e532b865d5d24990d865f7d902b8fb3
NDkw,3.0.0-0.0.pre,2022-04-05T22:20:48Z,true,b48d65e88cfa5b1a56ca84464bb680422ac6b6cb
NDkx,2.13.0-0.1.pre,2022-04-12T20:34:25Z,true,499984f99cfe01e3b69d962ec4847f70c4317694
NDky,2.10.5,2022-04-18T16:55:37Z,false,57d3bac3dd5cb5b0e464ab70e7bc8a0d8cf083ab
NDkz,2.13.0-0.2.pre,2022-04-20T15:21:52Z,true,24a02fa5ee681840cdc842c22f4cb4bdd5ec3115
NDk0,2.13.0-0.3.pre,2022-04-27T19:37:50Z,true,3096903c8923608d3c1ccf8058a29c31a2bfbc53
NDk1,2.13.0-0.4.pre,2022-05-05T21:23:09Z,true,c5caf749fe75db788dba8def502c46c094435605
NDk2,3.0.0,2022-05-09T23:45:18Z,false,d1b9a6938ad77326ac3a94d92bbc77933ed829ed
NDk3,3.0.1,2022-05-19T22:50:29Z,false,caaafc5604ee9172293eb84a381be6aadd660317
NDk4,3.1.0,2022-05-26T16:05:34Z,false,44e5b38ee83a1282981a30abc08ffcf6cd0e44bd
NDk5,3.0.2,2022-06-08T16:52:13Z,false,f15f824b57476e369b5e656f53d4c431c5b04b9a
NTAw,3.1.0-9.0.pre,2022-06-14T18:39:33Z,true,74ee6b5afd8d7c3f7c66efa1a2a384e15267f9be
NTAx,3.0.3,2022-06-22T18:34:49Z,false,ffe7b86a1e5b5cb63c8385ae1adc759e372ee8f4
NTAy,3.0.4,2022-06-30T20:22:47Z,false,6ba2af10bb05c88a2731482cedf2cfd11cf5af0b
NTAz,3.0.5,2022-07-13T18:24:16Z,false,e85ea0e79c6d894c120cda4ee8ee10fe6745e187
NTA0,3.3.0-0.0.pre,2022-07-19T01:59:23Z,true,1388adb442192ce155630eeb6806b74db07dd15e
NTA1,3.3.0-0.1.pre,2022-07-27T17:33:00Z,true,fd131c385ee2a2d0484c49ed859911798e4e177b
NTA2,3.3.0-0.2.pre,2022-08-02T21:35:08Z,true,d1e7dc18bf272f7f2be1c9094307fa0462787ff2
NTA3,3.3.0-0.3.pre,2022-08-10T17:15:36Z,true,f16e757d5d68c164d084b61d84e3b7cd14eacba9
NTA4,3.3.0-0.4.pre,2022-08-19T21:58:10Z,true,ad3d868e0d174f5a8447b011bd714d18a5f2abec
NTA5,3.3.0-0.5.pre,2022-08-22T22:34:14Z,true,ad3d868e0d174f5a8447b011bd714d18a5f2abec
NTEw,3.4.0-17.0.pre,2022-08-28T18:41:27Z,true,8f5ea5495aab1eef960b4b8e3e21128fce42f3c9
NTEx,3.3.0,2022-08-30T00:28:57Z,false,5e9e0e0aa8be4ff69facadd706b713f0bb54d5b3
NTEy,3.4.0-18.0.pre,2022-08-31T01:20:09Z,true,0ef08a85252ab90baea10294da083b037ae1c989
NTEz,3.3.1,2022-09-07T00:54:53Z,false,3efdf03e73dd352873fc5a7e1c0de04e52863b3a
NTE0,3.3.2,2022-09-14T13:46:55Z,false,a4ff2c53d84ca78702bc3be6c7ef0788ffca01d3
